@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric

@data

R_data_frame,10,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,826,92,80,12,0,86.956522,13.043478,0,0.733462,0.126132,0.307518,25.52117,61.869995,91.214767,47.57646,43.638307,0.991465,0.517135,0.474329,68.041525,0.739582,74.594857,0.804878,33,0.078431,4,0.921569,47,0.195122,8,0.891892,0.804878,0.846154,0.736374,0.956958,0.95344,0.869565,0.143119,0.856881,0.130435,0.871189,0.869565,0.868682,0.736374,0.956958,0.959579,0.866473,0.869565,0.001,0,0.000455,0.000189,0.455,0.189,5836,139180,18070,95.652174,59.23913,?,?,?
R_data_frame,10,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,826,92,82,10,0,89.130435,10.869565,0,0.78001,0.144621,0.30938,29.262211,62.244642,91.214767,48.325387,42.88938,0.991465,0.525276,0.466189,65.646795,0.713552,71.969481,0.878049,36,0.098039,5,0.901961,46,0.121951,5,0.878049,0.878049,0.878049,0.78001,0.945481,0.934504,0.891304,0.111295,0.888705,0.108696,0.891304,0.891304,0.891304,0.78001,0.945481,0.948418,0.890005,0.891304,0,0,0.000452,0.000184,0.452,0.184,5836,139180,18070,96.73913,65.217391,?,?,?
R_data_frame,10,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,826,92,77,15,0,83.695652,16.304348,0,0.672365,0.163273,0.353581,33.036233,71.137485,91.214767,69.69665,21.518117,0.991465,0.757572,0.233893,61.243217,0.665687,67.141779,0.853659,35,0.176471,9,0.823529,42,0.146341,6,0.795455,0.853659,0.823529,0.673813,0.923003,0.922848,0.836957,0.159769,0.840231,0.163043,0.83955,0.836957,0.837363,0.673813,0.923003,0.927233,0.836007,0.836957,0,0.001,0.00045,0.000178,0.45,0.178,5836,139180,18070,94.565217,63.043478,?,?,?
R_data_frame,10,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,826,92,77,15,0,83.695652,16.304348,0,0.670802,0.154047,0.347066,31.169499,69.826732,91.214767,79.390282,11.824485,0.991465,0.862938,0.128527,62.928643,0.684007,68.989535,0.829268,34,0.156863,8,0.843137,43,0.170732,7,0.809524,0.829268,0.819277,0.670963,0.914395,0.903921,0.836957,0.164551,0.835449,0.163043,0.837505,0.836957,0.837132,0.670963,0.914395,0.916277,0.835381,0.836957,0.001,0,0.000503,0.00018,0.503,0.18,5836,139180,18070,91.304348,58.695652,?,?,?
R_data_frame,10,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,826,92,75,17,0,81.521739,18.478261,0,0.61965,0.20594,0.415252,41.669273,83.545081,91.214767,116.162797,-24.94803,0.991465,1.262639,-0.271174,53.705103,0.583751,58.877641,0.707317,29,0.098039,5,0.901961,46,0.292683,12,0.852941,0.707317,0.773333,0.627392,0.857963,0.845622,0.815217,0.20594,0.79406,0.184783,0.81977,0.815217,0.812528,0.627392,0.857963,0.85159,0.808685,0.815217,0,0,0.000457,0.000181,0.457,0.181,5836,139180,18070,85.869565,60.869565,?,?,?
R_data_frame,10,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,826,92,76,16,0,82.608696,17.391304,0,0.644616,0.156829,0.359224,31.732413,72.272891,91.214767,76.431969,14.782798,0.991465,0.830782,0.160683,62.184443,0.675918,68.173658,0.756098,31,0.117647,6,0.882353,45,0.243902,10,0.837838,0.756098,0.794872,0.647175,0.931133,0.93569,0.826087,0.187636,0.812364,0.173913,0.826942,0.826087,0.824909,0.647175,0.931133,0.92357,0.821964,0.826087,0,0,0.000447,0.000175,0.447,0.175,5836,139180,18070,91.304348,57.065217,?,?,?
R_data_frame,10,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,826,92,75,17,0,81.521739,18.478261,0,0.632173,0.187926,0.380092,38.024445,76.471257,91.214767,98.569255,-7.354487,0.991465,1.071405,-0.07994,56.79814,0.617371,62.268579,0.878049,36,0.235294,12,0.764706,39,0.121951,5,0.75,0.878049,0.808989,0.639551,0.896222,0.897362,0.815217,0.172463,0.827537,0.184783,0.825593,0.815217,0.815676,0.639551,0.896222,0.885682,0.815021,0.815217,0,0.001,0.000444,0.000189,0.444,0.189,5836,139180,18070,90.217391,61.956522,?,?,?
R_data_frame,10,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,826,92,82,10,0,89.130435,10.869565,0,0.781057,0.118921,0.303455,24.062215,61.052636,91.214767,53.608158,37.606609,0.991465,0.582697,0.408767,69.328621,0.753572,76.005918,0.902439,37,0.117647,6,0.882353,45,0.097561,4,0.860465,0.902439,0.880952,0.781807,0.949785,0.956035,0.891304,0.106512,0.893488,0.108696,0.892563,0.891304,0.891511,0.781807,0.949785,0.951512,0.890476,0.891304,0.001,0,0.000445,0.000178,0.445,0.178,5836,139180,18070,95.652174,57.065217,?,?,?
R_data_frame,10,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,827,91,81,10,0,89.010989,10.989011,0,0.77707,0.126866,0.312055,25.645468,62.716244,90.361617,50.983395,39.378223,0.992985,0.560257,0.432728,67.384102,0.740485,74.571598,0.853659,35,0.08,4,0.92,46,0.146341,6,0.897436,0.853659,0.875,0.777844,0.950732,0.951237,0.89011,0.116451,0.883549,0.10989,0.890392,0.89011,0.889814,0.777844,0.950732,0.953607,0.88848,0.89011,0.001,0,0.000511,0.000186,0.511,0.186,5836,139345,17905,94.505495,58.791209,?,?,?
R_data_frame,10,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20211013.1108,827,91,75,16,0,82.417582,17.582418,0,0.643312,0.188636,0.393778,38.132016,79.140684,90.361617,103.467943,-13.106325,0.992985,1.13701,-0.144026,56.250038,0.618132,62.249924,0.780488,32,0.14,7,0.86,43,0.219512,9,0.820513,0.780488,0.8,0.643952,0.88439,0.876537,0.824176,0.183688,0.816312,0.175824,0.824035,0.824176,0.823702,0.643952,0.88439,0.879976,0.821569,0.824176,0,0,0.00045,0.000179,0.45,0.179,5836,139345,17905,87.912088,59.340659,?,?,?
R_data_frame,1,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,74,18,0,80.434783,19.565217,0,0.604017,0.195652,0.442326,39.58776,88.992185,91.214767,19332,-19240.785233,0.991465,210.130435,-209.13897,54.919771,0.596954,60.209298,0.780488,32,0.176471,9,0.823529,42,0.219512,9,0.780488,0.780488,0.780488,0.604017,0.802009,0.706987,0.804348,0.200331,0.799669,0.195652,0.804348,0.804348,0.804348,0.604017,0.802009,0.745259,0.802009,0.804348,0.081,0.014,0.078105,0.003446,78.105,3.446,11570,139180,18070,80.434783,50,?,?,?
R_data_frame,1,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,77,15,0,83.695652,16.304348,0,0.662757,0.163043,0.403786,32.9898,81.238378,91.214767,16110,-16018.785233,0.991465,175.108696,-174.117231,60.968937,0.662706,66.841082,0.707317,29,0.058824,3,0.941176,48,0.292683,12,0.90625,0.707317,0.794521,0.676756,0.824247,0.771441,0.836957,0.188463,0.811537,0.163043,0.847351,0.836957,0.833516,0.676756,0.824247,0.779262,0.829693,0.836957,0.423,0.001,0.169883,0.000483,169.883,0.483,11570,139180,18070,83.695652,50,?,?,?
R_data_frame,1,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,82,10,0,89.130435,10.869565,0,0.78001,0.108696,0.32969,21.9932,66.330858,91.214767,10740,-10648.785233,0.991465,116.73913,-115.747666,71.05088,0.772292,77.894055,0.878049,36,0.098039,5,0.901961,46,0.121951,5,0.878049,0.878049,0.878049,0.78001,0.890005,0.825317,0.891304,0.111295,0.888705,0.108696,0.891304,0.891304,0.891304,0.78001,0.890005,0.848913,0.890005,0.891304,0.058,0,0.051741,0.000542,51.741,0.542,11570,139180,18070,89.130435,50,?,?,?
R_data_frame,1,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,74,18,0,80.434783,19.565217,0,0.600193,0.195652,0.442326,39.58776,88.992185,91.214767,19332,-19240.785233,0.991465,210.130435,-209.13897,54.919771,0.596954,60.209298,0.731707,30,0.137255,7,0.862745,44,0.268293,11,0.810811,0.731707,0.769231,0.602576,0.797226,0.712841,0.804348,0.209895,0.790105,0.195652,0.804818,0.804348,0.803023,0.602576,0.797226,0.742467,0.79971,0.804348,0.057,0.001,0.055518,0.000437,55.518,0.437,11570,139180,18070,80.434783,50,?,?,?
R_data_frame,1,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,81,11,0,88.043478,11.956522,0,0.758588,0.119565,0.345782,24.19252,69.568391,91.214767,11814,-11722.785233,0.991465,128.413043,-127.421579,69.034492,0.750375,75.68346,0.878049,36,0.117647,6,0.882353,45,0.121951,5,0.857143,0.878049,0.86747,0.758771,0.880201,0.806961,0.880435,0.120033,0.879967,0.119565,0.880901,0.880435,0.880563,0.758771,0.880201,0.835994,0.879279,0.880435,0.046,0.001,0.046042,0.000392,46.042,0.392,11570,139180,18070,88.043478,50,?,?,?
R_data_frame,1,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,80,12,0,86.956522,13.043478,0,0.736011,0.130435,0.361158,26.39184,72.661814,91.214767,12888,-12796.785233,0.991465,140.086957,-139.095492,67.018103,0.728458,73.472865,0.853659,35,0.117647,6,0.882353,45,0.146341,6,0.853659,0.853659,0.853659,0.736011,0.868006,0.79395,0.869565,0.133554,0.866446,0.130435,0.869565,0.869565,0.869565,0.736011,0.868006,0.821564,0.868006,0.869565,0.07,0.001,0.058225,0.000486,58.225,0.486,11570,139180,18070,86.956522,50,?,?,?
R_data_frame,1,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,79,13,0,85.869565,14.130435,0,0.707722,0.141304,0.375905,28.59116,75.628814,91.214767,13962,-13870.785233,0.991465,151.76087,-150.769405,65.001714,0.70654,71.262271,0.731707,30,0.039216,2,0.960784,49,0.268293,11,0.9375,0.731707,0.821918,0.722672,0.846246,0.805541,0.858696,0.166204,0.833796,0.141304,0.870516,0.858696,0.855714,0.722672,0.846246,0.806006,0.8524,0.858696,0.044,0.001,0.043904,0.000358,43.904,0.358,11570,139180,18070,85.869565,50,?,?,?
R_data_frame,1,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,82,10,0,89.130435,10.869565,0,0.778952,0.108696,0.32969,21.9932,66.330858,91.214767,10740,-10648.785233,0.991465,116.73913,-115.747666,71.05088,0.772292,77.894055,0.853659,35,0.078431,4,0.921569,47,0.146341,6,0.897436,0.853659,0.875,0.779715,0.887614,0.831321,0.891304,0.116077,0.883923,0.108696,0.891536,0.891304,0.890991,0.779715,0.887614,0.847617,0.889423,0.891304,0.043,0,0.042662,0.000431,42.662,0.431,11570,139180,18070,89.130435,50,?,?,?
R_data_frame,1,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,827,91,79,12,0,86.813187,13.186813,0,0.734823,0.131868,0.363137,26.656663,72.982495,90.361617,12888,-12797.638383,0.992985,141.626374,-140.633389,66.16092,0.727043,73.217946,0.878049,36,0.14,7,0.86,43,0.121951,5,0.837209,0.878049,0.857143,0.735541,0.869024,0.790056,0.868132,0.130083,0.869917,0.131868,0.86942,0.868132,0.868356,0.735541,0.869024,0.82153,0.867347,0.868132,0.052,0.001,0.050433,0.000376,50.433,0.376,11570,139345,17905,86.813187,50,?,?,?
R_data_frame,1,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,827,91,81,10,0,89.010989,10.989011,0,0.780934,0.10989,0.331497,22.213886,66.623598,90.361617,10740,-10649.638383,0.992985,118.021978,-117.028993,70.19437,0.771367,77.681622,0.95122,39,0.16,8,0.84,42,0.04878,2,0.829787,0.95122,0.886364,0.787769,0.89561,0.811288,0.89011,0.09889,0.90111,0.10989,0.898336,0.89011,0.890349,0.787769,0.89561,0.854388,0.88999,0.89011,0.053,0,0.052899,0.000211,52.899,0.211,11570,139345,17905,89.010989,50,?,?,?
R_data_frame,2,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,80,12,0,86.956522,13.043478,0,0.734743,0.130435,0.361158,26.39184,72.661814,91.214767,12888,-12796.785233,0.991465,140.086957,-139.095492,67.018103,0.728458,73.472865,0.829268,34,0.098039,5,0.901961,46,0.170732,7,0.871795,0.829268,0.85,0.735462,0.865615,0.799039,0.869565,0.138336,0.861664,0.130435,0.869649,0.869565,0.869189,0.735462,0.865615,0.820183,0.867308,0.869565,0.048,0,0.040068,0.000183,40.068,0.183,11570,139180,18070,86.956522,50,?,?,?
R_data_frame,2,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,75,17,0,81.521739,18.478261,0,0.62512,0.184783,0.429863,37.38844,86.484858,91.214767,18258,-18166.785233,0.991465,198.456522,-197.465057,56.93616,0.618871,62.419893,0.780488,32,0.156863,8,0.843137,43,0.219512,9,0.8,0.780488,0.790123,0.625272,0.811813,0.722216,0.815217,0.191592,0.808408,0.184783,0.814925,0.815217,0.814974,0.625272,0.811813,0.756558,0.812537,0.815217,0.037,0,0.036281,0.000198,36.281,0.198,11570,139180,18070,81.521739,50,?,?,?
R_data_frame,2,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,84,8,0,91.304348,8.695652,0,0.822308,0.086957,0.294884,17.59456,59.328123,91.214767,8592,-8500.785233,0.991465,93.391304,-92.399839,75.083658,0.816127,82.315244,0.853659,35,0.039216,2,0.960784,49,0.146341,6,0.945946,0.853659,0.897436,0.825573,0.907221,0.872732,0.913043,0.098601,0.901399,0.086957,0.915436,0.913043,0.912455,0.825573,0.907221,0.875492,0.910982,0.913043,0.042,0,0.041798,0.000258,41.798,0.258,11570,139180,18070,91.304348,50,?,?,?
R_data_frame,2,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,78,14,0,84.782609,15.217391,0,0.686007,0.152174,0.390095,30.79048,78.48373,91.214767,15036,-14944.785233,0.991465,163.434783,-162.443318,62.985326,0.684623,69.051676,0.731707,30,0.058824,3,0.941176,48,0.268293,11,0.909091,0.731707,0.810811,0.697323,0.836442,0.784754,0.847826,0.174942,0.825058,0.152174,0.856133,0.847826,0.845134,0.697323,0.836442,0.792269,0.841769,0.847826,0.04,0,0.03954,0.0002,39.54,0.2,11570,139180,18070,84.782609,50,?,?,?
R_data_frame,2,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,79,13,0,85.869565,14.130435,0,0.713327,0.141304,0.375905,28.59116,75.628814,91.214767,13962,-13870.785233,0.991465,151.76087,-150.769405,65.001714,0.70654,71.262271,0.829268,34,0.117647,6,0.882353,45,0.170732,7,0.85,0.829268,0.839506,0.7135,0.855811,0.780965,0.858696,0.147074,0.852926,0.141304,0.858528,0.858696,0.858509,0.7135,0.855811,0.807478,0.856646,0.858696,0.029,0,0.02935,0.000187,29.35,0.187,11570,139180,18070,85.869565,50,?,?,?
R_data_frame,2,6,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,76,16,0,82.608696,17.391304,0,0.646324,0.173913,0.417029,35.18912,83.902636,91.214767,17184,-17092.785233,0.991465,186.782609,-185.791144,58.952548,0.640789,64.630487,0.780488,32,0.137255,7,0.862745,44,0.219512,9,0.820513,0.780488,0.8,0.646956,0.821616,0.738226,0.826087,0.182854,0.817146,0.173913,0.825877,0.826087,0.825585,0.646956,0.821616,0.768218,0.823077,0.826087,0.047,0,0.039021,0.000193,39.021,0.193,11570,139180,18070,82.608696,50,?,?,?
R_data_frame,2,7,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,84,8,0,91.304348,8.695652,0,0.824008,0.086957,0.294884,17.59456,59.328123,91.214767,8592,-8500.785233,0.991465,93.391304,-92.399839,75.083658,0.816127,82.315244,0.902439,37,0.078431,4,0.921569,47,0.097561,4,0.902439,0.902439,0.902439,0.824008,0.912004,0.857874,0.913043,0.089036,0.910964,0.086957,0.913043,0.913043,0.913043,0.824008,0.912004,0.877217,0.912004,0.913043,0.032,0,0.031315,0.000193,31.315,0.193,11570,139180,18070,91.304348,50,?,?,?
R_data_frame,2,8,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,76,16,0,82.608696,17.391304,0,0.648015,0.173913,0.417029,35.18912,83.902636,91.214767,17184,-17092.785233,0.991465,186.782609,-185.791144,58.952548,0.640789,64.630487,0.804878,33,0.156863,8,0.843137,43,0.195122,8,0.804878,0.804878,0.804878,0.648015,0.824008,0.734785,0.826087,0.178072,0.821928,0.173913,0.826087,0.826087,0.826087,0.648015,0.824008,0.769738,0.824008,0.826087,0.054,0,0.054083,0.000196,54.083,0.196,11570,139180,18070,82.608696,50,?,?,?
R_data_frame,2,9,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,827,91,78,13,0,85.714286,14.285714,0,0.713351,0.142857,0.377964,28.878051,75.962589,90.361617,13962,-13871.638383,0.992985,153.428571,-152.435587,64.144195,0.704881,70.986108,0.878049,36,0.16,8,0.84,42,0.121951,5,0.818182,0.878049,0.847059,0.714917,0.859024,0.773349,0.857143,0.139094,0.860906,0.142857,0.85963,0.857143,0.857455,0.714917,0.859024,0.809174,0.856519,0.857143,0.042,0,0.041374,0.000189,41.374,0.189,11570,139345,17905,85.714286,50,?,?,?
R_data_frame,2,10,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,827,91,83,8,0,91.208791,8.791209,0,0.821656,0.087912,0.2965,17.771109,59.589957,90.361617,8592,-8501.638383,0.992985,94.417582,-93.424598,74.227819,0.81569,82.145297,0.878049,36,0.06,3,0.94,47,0.121951,5,0.923077,0.878049,0.9,0.822474,0.909024,0.865452,0.912088,0.094039,0.905961,0.087912,0.912511,0.912088,0.911851,0.822474,0.909024,0.874864,0.910784,0.912088,0.042,0,0.041232,0.000189,41.232,0.189,11570,139345,17905,91.208791,50,?,?,?
R_data_frame,3,1,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,79,13,0,85.869565,14.130435,0,0.713327,0.141304,0.375905,28.59116,75.628814,91.214767,13962,-13870.785233,0.991465,151.76087,-150.769405,65.001714,0.70654,71.262271,0.829268,34,0.117647,6,0.882353,45,0.170732,7,0.85,0.829268,0.839506,0.7135,0.855811,0.780965,0.858696,0.147074,0.852926,0.141304,0.858528,0.858696,0.858509,0.7135,0.855811,0.807478,0.856646,0.858696,0.065,0,0.056934,0.000199,56.934,0.199,11570,139180,18070,85.869565,50,?,?,?
R_data_frame,3,2,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,78,14,0,84.782609,15.217391,0,0.690533,0.152174,0.390095,30.79048,78.48373,91.214767,15036,-14944.785233,0.991465,163.434783,-162.443318,62.985326,0.684623,69.051676,0.804878,33,0.117647,6,0.882353,45,0.195122,8,0.846154,0.804878,0.825,0.691209,0.843615,0.768007,0.847826,0.160595,0.839405,0.152174,0.847763,0.847826,0.847387,0.691209,0.843615,0.793717,0.845192,0.847826,0.044,0,0.043581,0.00019,43.581,0.19,11570,139180,18070,84.782609,50,?,?,?
R_data_frame,3,3,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,79,13,0,85.869565,14.130435,0,0.709144,0.141304,0.375905,28.59116,75.628814,91.214767,13962,-13870.785233,0.991465,151.76087,-150.769405,65.001714,0.70654,71.262271,0.756098,31,0.058824,3,0.941176,48,0.243902,10,0.911765,0.756098,0.826667,0.718004,0.848637,0.798079,0.858696,0.161422,0.838578,0.141304,0.865101,0.858696,0.856639,0.718004,0.848637,0.805526,0.8537,0.858696,0.039,0.001,0.039455,0.00021,39.455,0.21,11570,139180,18070,85.869565,50,?,?,?
R_data_frame,3,4,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,80,12,0,86.956522,13.043478,0,0.739745,0.130435,0.361158,26.39184,72.661814,91.214767,12888,-12796.785233,0.991465,140.086957,-139.095492,67.018103,0.728458,73.472865,0.926829,38,0.176471,9,0.823529,42,0.073171,3,0.808511,0.926829,0.863636,0.746089,0.875179,0.78196,0.869565,0.119207,0.880793,0.130435,0.877706,0.869565,0.869936,0.746089,0.875179,0.828799,0.869318,0.869565,0.051,0,0.049983,0.000195,49.983,0.195,11570,139180,18070,86.956522,50,?,?,?
R_data_frame,3,5,weka.classifiers.functions.SMO,'-C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -calibrator \"weka.classifiers.functions.Logistic -R 1.0E-8 -M -1 -num-decimal-places 4\"',-6585883636378691736,20211013.1108,826,92,74,18,0,80.434783,19.565217,0,0.602114,0.195652,0.442326,39.58776,88.992185,91.214767,19332,-19240.785233,0.991465,210.130435,-209.13897,54.919771,0.596954,60.209298,0.756098,31,0.156863,8,0.843137,43,0.243902,10,0.794872,0.756098,0.775,0.602704,0.799617,0.709696,0.804348,0.205113,0.794887,0.195652,0.80399,0.804348,0.803783,0.602704,0.799617,0.743686,0.800962,0.804348,0.041,0,0.040832,0.000211,40.832,0.211,11570,139180,18070,80.434783,50,?,?,?
