@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
230,414,94,55,355,0.134146,0.814961,0.882729,0.814961,0.117271,0.847492,0.510893,1.595168,0.642493
231,414,94,54,356,0.131707,0.814961,0.884615,0.814961,0.115385,0.848361,0.509804,1.598577,0.646731
232,414,94,53,357,0.129268,0.814961,0.88651,0.814961,0.11349,0.849231,0.508715,1.602,0.649302
233,414,94,52,358,0.126829,0.814961,0.888412,0.814961,0.111588,0.850103,0.507625,1.605437,0.65052
234,413,95,52,358,0.126829,0.812992,0.888172,0.812992,0.111828,0.848921,0.506536,1.605004,0.654683
235,412,96,52,358,0.126829,0.811024,0.887931,0.811024,0.112069,0.847737,0.505447,1.604568,0.654957
236,411,97,52,358,0.126829,0.809055,0.887689,0.809055,0.112311,0.84655,0.504357,1.604131,0.655262
237,410,98,52,358,0.126829,0.807087,0.887446,0.807087,0.112554,0.845361,0.503268,1.603692,0.655485
238,408,100,52,358,0.126829,0.80315,0.886957,0.80315,0.113043,0.842975,0.501089,1.602807,0.658425
239,406,102,50,360,0.121951,0.799213,0.890351,0.799213,0.109649,0.842324,0.496732,1.608941,0.662944
240,406,102,49,361,0.119512,0.799213,0.892308,0.799213,0.107692,0.843198,0.495643,1.612477,0.669196
241,404,104,49,361,0.119512,0.795276,0.891832,0.795276,0.108168,0.840791,0.493464,1.611618,0.670066
242,403,105,49,361,0.119512,0.793307,0.891593,0.793307,0.108407,0.839583,0.492375,1.611186,0.671803
243,403,105,48,362,0.117073,0.793307,0.89357,0.793307,0.10643,0.840459,0.491285,1.614758,0.672017
244,403,105,47,363,0.114634,0.793307,0.895556,0.793307,0.104444,0.841336,0.490196,1.618346,0.675106
245,401,107,47,363,0.114634,0.78937,0.895089,0.78937,0.104911,0.838912,0.488017,1.617504,0.679471
246,400,108,47,363,0.114634,0.787402,0.894855,0.787402,0.105145,0.837696,0.486928,1.61708,0.679752
247,399,109,47,363,0.114634,0.785433,0.894619,0.785433,0.105381,0.836478,0.485839,1.616654,0.685663
248,399,109,46,364,0.112195,0.785433,0.896629,0.785433,0.103371,0.837356,0.484749,1.620287,0.688017
249,398,110,46,364,0.112195,0.783465,0.896396,0.783465,0.103604,0.836134,0.48366,1.619866,0.689637
250,397,111,46,364,0.112195,0.781496,0.896163,0.781496,0.103837,0.834911,0.482571,1.619443,0.691139
251,396,112,45,365,0.109756,0.779528,0.897959,0.779528,0.102041,0.834563,0.480392,1.62269,0.691556
252,396,112,44,366,0.107317,0.779528,0.9,0.779528,0.1,0.835443,0.479303,1.626378,0.69306
253,394,114,44,366,0.107317,0.775591,0.899543,0.775591,0.100457,0.832981,0.477124,1.625553,0.693348
254,393,115,44,366,0.107317,0.773622,0.899314,0.773622,0.100686,0.831746,0.476035,1.625137,0.694956
255,392,116,43,367,0.104878,0.771654,0.901149,0.771654,0.098851,0.831389,0.473856,1.628455,0.699084
256,391,117,42,368,0.102439,0.769685,0.903002,0.769685,0.096998,0.831031,0.471678,1.631803,0.702518
257,390,118,41,369,0.1,0.767717,0.904872,0.767717,0.095128,0.830671,0.469499,1.635183,0.712091
258,389,119,40,370,0.097561,0.765748,0.90676,0.765748,0.09324,0.830309,0.46732,1.638594,0.715532
259,388,120,40,370,0.097561,0.76378,0.906542,0.76378,0.093458,0.82906,0.466231,1.6382,0.721655
260,387,121,40,370,0.097561,0.761811,0.906323,0.761811,0.093677,0.827807,0.465142,1.637804,0.721887
261,386,122,40,370,0.097561,0.759843,0.906103,0.759843,0.093897,0.826552,0.464052,1.637407,0.72993
262,385,123,40,370,0.097561,0.757874,0.905882,0.757874,0.094118,0.825295,0.462963,1.637008,0.732462
263,385,123,39,371,0.095122,0.757874,0.908019,0.757874,0.091981,0.82618,0.461874,1.640869,0.75118
264,383,125,39,371,0.095122,0.753937,0.907583,0.753937,0.092417,0.823656,0.459695,1.640081,0.752565
265,382,126,39,371,0.095122,0.751969,0.907363,0.751969,0.092637,0.82239,0.458606,1.639684,0.75417
266,381,127,39,371,0.095122,0.75,0.907143,0.75,0.092857,0.821121,0.457516,1.639286,0.754461
267,381,127,38,372,0.092683,0.75,0.909308,0.75,0.090692,0.822006,0.456427,1.643198,0.755379
268,380,128,38,372,0.092683,0.748031,0.909091,0.748031,0.090909,0.820734,0.455338,1.642806,0.763079
269,379,129,38,372,0.092683,0.746063,0.908873,0.746063,0.091127,0.819459,0.454248,1.642412,0.765304
270,379,129,37,373,0.090244,0.746063,0.911058,0.746063,0.088942,0.820346,0.453159,1.64636,0.765402
271,378,130,37,373,0.090244,0.744094,0.910843,0.744094,0.089157,0.819068,0.45207,1.645973,0.770629
272,375,133,37,373,0.090244,0.738189,0.910194,0.738189,0.089806,0.815217,0.448802,1.6448,0.771318
273,374,134,37,373,0.090244,0.73622,0.909976,0.73622,0.090024,0.813928,0.447712,1.644405,0.771671
274,374,134,36,374,0.087805,0.73622,0.912195,0.73622,0.087805,0.814815,0.446623,1.648416,0.771965
275,373,135,36,374,0.087805,0.734252,0.91198,0.734252,0.08802,0.813522,0.445534,1.648028,0.772464
276,372,136,36,374,0.087805,0.732283,0.911765,0.732283,0.088235,0.812227,0.444444,1.647638,0.773707
277,370,138,36,374,0.087805,0.728346,0.91133,0.728346,0.08867,0.809628,0.442266,1.646852,0.779235
278,369,139,36,374,0.087805,0.726378,0.911111,0.726378,0.088889,0.808324,0.441176,1.646457,0.781348
279,368,140,36,374,0.087805,0.724409,0.910891,0.724409,0.089109,0.807018,0.440087,1.646059,0.782642
280,366,142,36,374,0.087805,0.720472,0.910448,0.720472,0.089552,0.804396,0.437908,1.645258,0.783663
281,365,143,36,374,0.087805,0.718504,0.910224,0.718504,0.089776,0.80308,0.436819,1.644854,0.784647
282,364,144,36,374,0.087805,0.716535,0.91,0.716535,0.09,0.801762,0.43573,1.644449,0.784663
283,363,145,36,374,0.087805,0.714567,0.909774,0.714567,0.090226,0.800441,0.434641,1.644041,0.78656
284,362,146,35,375,0.085366,0.712598,0.911839,0.712598,0.088161,0.8,0.432462,1.647772,0.787012
285,361,147,35,375,0.085366,0.71063,0.911616,0.71063,0.088384,0.798673,0.431373,1.647369,0.788027
286,359,149,35,375,0.085366,0.706693,0.911168,0.706693,0.088832,0.796009,0.429194,1.646559,0.78962
287,359,149,34,376,0.082927,0.706693,0.913486,0.706693,0.086514,0.796892,0.428105,1.650748,0.790298
288,359,149,33,377,0.080488,0.706693,0.915816,0.706693,0.084184,0.797778,0.427015,1.654959,0.791972
289,358,150,33,377,0.080488,0.704724,0.915601,0.704724,0.084399,0.79644,0.425926,1.65457,0.794996
290,358,150,32,378,0.078049,0.704724,0.917949,0.704724,0.082051,0.797327,0.424837,1.658813,0.800503
291,357,151,32,378,0.078049,0.702756,0.917738,0.702756,0.082262,0.795987,0.423747,1.658432,0.802875
292,357,151,31,379,0.07561,0.702756,0.920103,0.702756,0.079897,0.796875,0.422658,1.662706,0.805492
293,356,152,31,379,0.07561,0.700787,0.919897,0.700787,0.080103,0.795531,0.421569,1.662333,0.805581
294,354,154,31,379,0.07561,0.69685,0.919481,0.69685,0.080519,0.792833,0.41939,1.661581,0.80574
295,353,155,31,379,0.07561,0.694882,0.919271,0.694882,0.080729,0.79148,0.418301,1.661202,0.805763
296,351,157,31,379,0.07561,0.690945,0.918848,0.690945,0.081152,0.788764,0.416122,1.660438,0.8087
297,350,158,31,379,0.07561,0.688976,0.918635,0.688976,0.081365,0.787402,0.415033,1.660053,0.813553
298,348,160,29,381,0.070732,0.685039,0.923077,0.685039,0.076923,0.786441,0.410675,1.66808,0.815105
299,347,161,29,381,0.070732,0.683071,0.922872,0.683071,0.077128,0.785068,0.409586,1.66771,0.815957
300,347,161,28,382,0.068293,0.683071,0.925333,0.683071,0.074667,0.785957,0.408497,1.672157,0.81679
301,345,163,28,382,0.068293,0.679134,0.924933,0.679134,0.075067,0.783201,0.406318,1.671434,0.816978
302,344,164,28,382,0.068293,0.677165,0.924731,0.677165,0.075269,0.781818,0.405229,1.671069,0.818286
303,343,165,28,382,0.068293,0.675197,0.924528,0.675197,0.075472,0.780432,0.404139,1.670703,0.820544
304,342,166,28,382,0.068293,0.673228,0.924324,0.673228,0.075676,0.779043,0.40305,1.670334,0.821855
305,340,168,28,382,0.068293,0.669291,0.923913,0.669291,0.076087,0.776256,0.400871,1.669591,0.826588
306,339,169,28,382,0.068293,0.667323,0.923706,0.667323,0.076294,0.774857,0.399782,1.669216,0.828834
307,338,170,28,382,0.068293,0.665354,0.923497,0.665354,0.076503,0.773455,0.398693,1.66884,0.830032
308,337,171,28,382,0.068293,0.663386,0.923288,0.663386,0.076712,0.77205,0.397603,1.668461,0.83156
309,336,172,28,382,0.068293,0.661417,0.923077,0.661417,0.076923,0.770642,0.396514,1.66808,0.836353
310,335,173,28,382,0.068293,0.659449,0.922865,0.659449,0.077135,0.769231,0.395425,1.667697,0.836929
311,334,174,28,382,0.068293,0.65748,0.922652,0.65748,0.077348,0.767816,0.394336,1.667312,0.837211
312,333,175,28,382,0.068293,0.655512,0.922438,0.655512,0.077562,0.766398,0.393246,1.666925,0.839415
313,333,175,27,383,0.065854,0.655512,0.925,0.655512,0.075,0.767281,0.392157,1.671555,0.84057
314,331,177,27,383,0.065854,0.651575,0.924581,0.651575,0.075419,0.764434,0.389978,1.670798,0.841428
315,331,177,26,384,0.063415,0.651575,0.927171,0.651575,0.072829,0.765318,0.388889,1.675478,0.849186
316,330,178,26,384,0.063415,0.649606,0.926966,0.649606,0.073034,0.763889,0.3878,1.675108,0.849187
317,329,179,26,384,0.063415,0.647638,0.926761,0.647638,0.073239,0.762457,0.38671,1.674737,0.849978
318,328,180,26,384,0.063415,0.645669,0.926554,0.645669,0.073446,0.761021,0.385621,1.674363,0.858231
319,327,181,26,384,0.063415,0.643701,0.926346,0.643701,0.073654,0.759582,0.384532,1.673987,0.859429
320,326,182,26,384,0.063415,0.641732,0.926136,0.641732,0.073864,0.75814,0.383442,1.673609,0.859775
321,324,184,26,384,0.063415,0.637795,0.925714,0.637795,0.074286,0.755245,0.381264,1.672846,0.859822
322,320,188,26,384,0.063415,0.629921,0.924855,0.629921,0.075145,0.749415,0.376906,1.671294,0.862322
323,317,191,26,384,0.063415,0.624016,0.924198,0.624016,0.075802,0.745006,0.373638,1.670106,0.863643
324,315,193,26,384,0.063415,0.620079,0.923754,0.620079,0.076246,0.742049,0.37146,1.669303,0.86774
325,314,194,26,384,0.063415,0.61811,0.923529,0.61811,0.076471,0.740566,0.37037,1.668898,0.867923
326,312,196,26,384,0.063415,0.614173,0.923077,0.614173,0.076923,0.737589,0.368192,1.66808,0.87072
327,310,198,25,385,0.060976,0.610236,0.925373,0.610236,0.074627,0.735469,0.364924,1.672229,0.871855
328,310,198,24,386,0.058537,0.610236,0.928144,0.610236,0.071856,0.736342,0.363834,1.677236,0.872531
329,309,199,24,386,0.058537,0.608268,0.927928,0.608268,0.072072,0.734839,0.362745,1.676846,0.874495
330,308,200,24,386,0.058537,0.606299,0.927711,0.606299,0.072289,0.733333,0.361656,1.676454,0.87505
331,307,201,24,386,0.058537,0.604331,0.927492,0.604331,0.072508,0.731824,0.360566,1.676059,0.875746
332,306,202,24,386,0.058537,0.602362,0.927273,0.602362,0.072727,0.73031,0.359477,1.675662,0.877753
333,305,203,24,386,0.058537,0.600394,0.927052,0.600394,0.072948,0.728793,0.358388,1.675263,0.878079
334,303,205,24,386,0.058537,0.596457,0.926606,0.596457,0.073394,0.725749,0.356209,1.674456,0.879377
335,302,206,24,386,0.058537,0.594488,0.92638,0.594488,0.07362,0.724221,0.35512,1.67405,0.881667
336,301,207,23,387,0.056098,0.59252,0.929012,0.59252,0.070988,0.723558,0.352941,1.678806,0.881667
337,301,207,22,388,0.053659,0.59252,0.931889,0.59252,0.068111,0.724428,0.351852,1.684003,0.882847
338,296,212,21,389,0.05122,0.582677,0.933754,0.582677,0.066246,0.717576,0.345316,1.687374,0.884078
339,295,213,21,389,0.05122,0.580709,0.933544,0.580709,0.066456,0.716019,0.344227,1.686995,0.885048
340,293,215,21,389,0.05122,0.576772,0.933121,0.576772,0.066879,0.712895,0.342048,1.686231,0.885346
341,292,216,21,389,0.05122,0.574803,0.932907,0.574803,0.067093,0.711328,0.340959,1.685844,0.887854
342,290,218,20,390,0.04878,0.570866,0.935484,0.570866,0.064516,0.709046,0.337691,1.6905,0.88896
343,288,220,20,390,0.04878,0.566929,0.935065,0.566929,0.064935,0.705882,0.335512,1.689743,0.89155
344,287,221,20,390,0.04878,0.564961,0.934853,0.564961,0.065147,0.704294,0.334423,1.689361,0.892004
345,286,222,20,390,0.04878,0.562992,0.934641,0.562992,0.065359,0.702703,0.333333,1.688976,0.892027
346,285,223,20,390,0.04878,0.561024,0.934426,0.561024,0.065574,0.701107,0.332244,1.688589,0.895328
347,284,224,20,390,0.04878,0.559055,0.934211,0.559055,0.065789,0.699507,0.331155,1.688199,0.896593
348,282,226,20,390,0.04878,0.555118,0.933775,0.555118,0.066225,0.696296,0.328976,1.687412,0.897267
349,281,227,20,390,0.04878,0.55315,0.933555,0.55315,0.066445,0.694685,0.327887,1.687014,0.898299
350,279,229,20,390,0.04878,0.549213,0.93311,0.549213,0.06689,0.69145,0.325708,1.686211,0.898416
351,278,230,20,390,0.04878,0.547244,0.932886,0.547244,0.067114,0.689826,0.324619,1.685806,0.898644
352,277,231,20,390,0.04878,0.545276,0.93266,0.545276,0.06734,0.688199,0.323529,1.685397,0.899069
353,277,231,18,392,0.043902,0.545276,0.938983,0.545276,0.061017,0.689913,0.321351,1.696824,0.90008
354,276,232,18,392,0.043902,0.543307,0.938776,0.543307,0.061224,0.688279,0.320261,1.696449,0.900497
355,275,233,18,392,0.043902,0.541339,0.938567,0.541339,0.061433,0.686642,0.319172,1.696071,0.902261
356,274,234,18,392,0.043902,0.53937,0.938356,0.53937,0.061644,0.685,0.318083,1.695691,0.90293
357,273,235,18,392,0.043902,0.537402,0.938144,0.537402,0.061856,0.683354,0.316993,1.695308,0.904088
358,272,236,17,393,0.041463,0.535433,0.941176,0.535433,0.058824,0.68256,0.314815,1.700787,0.909036
359,270,238,17,393,0.041463,0.531496,0.940767,0.531496,0.059233,0.679245,0.312636,1.700047,0.910801
360,269,239,17,393,0.041463,0.529528,0.940559,0.529528,0.059441,0.677582,0.311547,1.699672,0.91177
361,268,240,17,393,0.041463,0.527559,0.940351,0.527559,0.059649,0.675914,0.310458,1.699295,0.914374
362,267,241,17,393,0.041463,0.525591,0.940141,0.525591,0.059859,0.674242,0.309368,1.698916,0.915796
363,266,242,17,393,0.041463,0.523622,0.939929,0.523622,0.060071,0.672566,0.308279,1.698534,0.917208
364,264,244,17,393,0.041463,0.519685,0.939502,0.519685,0.060498,0.669202,0.3061,1.697761,0.918013
365,263,245,17,393,0.041463,0.517717,0.939286,0.517717,0.060714,0.667513,0.305011,1.697371,0.918355
366,263,245,16,394,0.039024,0.517717,0.942652,0.517717,0.057348,0.668361,0.303922,1.703454,0.919005
367,261,247,16,394,0.039024,0.51378,0.942238,0.51378,0.057762,0.664968,0.301743,1.702706,0.919588
368,260,248,16,394,0.039024,0.511811,0.942029,0.511811,0.057971,0.663265,0.300654,1.702328,0.919614
369,258,250,16,394,0.039024,0.507874,0.941606,0.507874,0.058394,0.659847,0.298475,1.701563,0.921423
370,250,258,16,394,0.039024,0.492126,0.93985,0.492126,0.06015,0.645995,0.28976,1.69839,0.923493
371,249,259,16,394,0.039024,0.490157,0.939623,0.490157,0.060377,0.644243,0.288671,1.697979,0.92392
372,248,260,16,394,0.039024,0.488189,0.939394,0.488189,0.060606,0.642487,0.287582,1.697566,0.924057
373,247,261,16,394,0.039024,0.48622,0.939163,0.48622,0.060837,0.640726,0.286492,1.69715,0.925332
374,246,262,16,394,0.039024,0.484252,0.938931,0.484252,0.061069,0.638961,0.285403,1.69673,0.925569
375,245,263,16,394,0.039024,0.482283,0.938697,0.482283,0.061303,0.637191,0.284314,1.696307,0.925936
376,243,265,16,394,0.039024,0.478346,0.938224,0.478346,0.061776,0.633638,0.282135,1.695452,0.928758
377,242,266,16,394,0.039024,0.476378,0.937984,0.476378,0.062016,0.631854,0.281046,1.695019,0.929115
378,241,267,15,395,0.036585,0.474409,0.941406,0.474409,0.058594,0.63089,0.278867,1.701203,0.929471
379,240,268,15,395,0.036585,0.472441,0.941176,0.472441,0.058824,0.629096,0.277778,1.700787,0.929885
380,239,269,15,395,0.036585,0.470472,0.940945,0.470472,0.059055,0.627297,0.276688,1.700369,0.930679
381,238,270,15,395,0.036585,0.468504,0.940711,0.468504,0.059289,0.625493,0.275599,1.699947,0.930766
382,234,274,15,395,0.036585,0.46063,0.939759,0.46063,0.060241,0.61823,0.271242,1.698226,0.931132
383,233,275,15,395,0.036585,0.458661,0.939516,0.458661,0.060484,0.616402,0.270153,1.697787,0.931915
384,232,276,15,395,0.036585,0.456693,0.939271,0.456693,0.060729,0.61457,0.269063,1.697345,0.931926
385,230,278,15,395,0.036585,0.452756,0.938776,0.452756,0.061224,0.61089,0.266885,1.696449,0.932201
386,229,279,15,395,0.036585,0.450787,0.938525,0.450787,0.061475,0.609043,0.265795,1.695995,0.933236
387,228,280,15,395,0.036585,0.448819,0.938272,0.448819,0.061728,0.60719,0.264706,1.695538,0.934101
388,227,281,15,395,0.036585,0.44685,0.938017,0.44685,0.061983,0.605333,0.263617,1.695077,0.93468
389,224,284,15,395,0.036585,0.440945,0.937238,0.440945,0.062762,0.599732,0.260349,1.693671,0.935296
390,223,285,15,395,0.036585,0.438976,0.936975,0.438976,0.063025,0.597855,0.259259,1.693195,0.935785
391,220,288,15,395,0.036585,0.433071,0.93617,0.433071,0.06383,0.592194,0.255991,1.691741,0.936105
392,219,289,15,395,0.036585,0.431102,0.935897,0.431102,0.064103,0.590296,0.254902,1.691248,0.93771
393,218,290,15,395,0.036585,0.429134,0.935622,0.429134,0.064378,0.588394,0.253813,1.690751,0.937739
394,216,292,15,395,0.036585,0.425197,0.935065,0.425197,0.064935,0.584574,0.251634,1.689743,0.940198
395,215,293,15,395,0.036585,0.423228,0.934783,0.423228,0.065217,0.582656,0.250545,1.689233,0.940357
396,214,294,15,395,0.036585,0.42126,0.934498,0.42126,0.065502,0.580733,0.249455,1.688718,0.940834
397,212,296,15,395,0.036585,0.417323,0.933921,0.417323,0.066079,0.576871,0.247277,1.687676,0.941176
398,211,297,15,395,0.036585,0.415354,0.933628,0.415354,0.066372,0.574932,0.246187,1.687147,0.942401
399,209,299,15,395,0.036585,0.411417,0.933036,0.411417,0.066964,0.571038,0.244009,1.686076,0.94287
400,209,299,14,396,0.034146,0.411417,0.93722,0.411417,0.06278,0.571819,0.242919,1.693637,0.943136
401,208,300,14,396,0.034146,0.409449,0.936937,0.409449,0.063063,0.569863,0.24183,1.693126,0.943614
402,198,310,14,396,0.034146,0.389764,0.933962,0.389764,0.066038,0.55,0.230937,1.687751,0.94406
403,193,315,13,397,0.031707,0.379921,0.936893,0.379921,0.063107,0.540616,0.224401,1.693047,0.945936
404,192,316,13,397,0.031707,0.377953,0.936585,0.377953,0.063415,0.538569,0.223312,1.692491,0.946114
405,191,317,13,397,0.031707,0.375984,0.936275,0.375984,0.063725,0.536517,0.222222,1.691929,0.946309
406,190,318,13,397,0.031707,0.374016,0.935961,0.374016,0.064039,0.534459,0.221133,1.691362,0.946499
407,189,319,12,398,0.029268,0.372047,0.940299,0.372047,0.059701,0.533145,0.218954,1.699201,0.947418
408,188,320,12,398,0.029268,0.370079,0.94,0.370079,0.06,0.531073,0.217865,1.698661,0.94813
409,187,321,11,399,0.026829,0.36811,0.944444,0.36811,0.055556,0.529745,0.215686,1.706693,0.949279
410,186,322,11,399,0.026829,0.366142,0.944162,0.366142,0.055838,0.52766,0.214597,1.706183,0.94939
411,176,332,9,401,0.021951,0.346457,0.951351,0.346457,0.048649,0.507937,0.201525,1.719174,0.950217
412,173,335,9,401,0.021951,0.340551,0.950549,0.340551,0.049451,0.501449,0.198257,1.717725,0.953279
413,171,337,9,401,0.021951,0.336614,0.95,0.336614,0.05,0.497093,0.196078,1.716732,0.954006
414,170,338,9,401,0.021951,0.334646,0.949721,0.334646,0.050279,0.494905,0.194989,1.716228,0.957334
415,169,339,9,401,0.021951,0.332677,0.949438,0.332677,0.050562,0.492711,0.1939,1.715717,0.957566
416,168,340,9,401,0.021951,0.330709,0.949153,0.330709,0.050847,0.490511,0.19281,1.715201,0.959583
417,167,341,9,401,0.021951,0.32874,0.948864,0.32874,0.051136,0.488304,0.191721,1.714679,0.959808
418,166,342,9,401,0.021951,0.326772,0.948571,0.326772,0.051429,0.486091,0.190632,1.714151,0.960152
419,165,343,9,401,0.021951,0.324803,0.948276,0.324803,0.051724,0.483871,0.189542,1.713617,0.960663
420,162,346,9,401,0.021951,0.318898,0.947368,0.318898,0.052632,0.477172,0.186275,1.711977,0.961113
421,161,347,9,401,0.021951,0.316929,0.947059,0.316929,0.052941,0.474926,0.185185,1.711417,0.961596
422,161,347,8,402,0.019512,0.316929,0.952663,0.316929,0.047337,0.475628,0.184096,1.721544,0.961625
423,155,353,8,402,0.019512,0.305118,0.95092,0.305118,0.04908,0.461997,0.17756,1.718395,0.961715
424,152,356,8,402,0.019512,0.299213,0.95,0.299213,0.05,0.45509,0.174292,1.716732,0.961818
425,151,357,8,402,0.019512,0.297244,0.949686,0.297244,0.050314,0.452774,0.173203,1.716164,0.962026
426,150,358,8,402,0.019512,0.295276,0.949367,0.295276,0.050633,0.45045,0.172113,1.715589,0.962959
427,149,359,8,402,0.019512,0.293307,0.949045,0.293307,0.050955,0.44812,0.171024,1.715006,0.963174
428,148,360,8,402,0.019512,0.291339,0.948718,0.291339,0.051282,0.445783,0.169935,1.714416,0.963301
429,147,361,8,402,0.019512,0.28937,0.948387,0.28937,0.051613,0.443439,0.168845,1.713818,0.963308
430,146,362,8,402,0.019512,0.287402,0.948052,0.287402,0.051948,0.441088,0.167756,1.713212,0.963439
431,145,363,8,402,0.019512,0.285433,0.947712,0.285433,0.052288,0.438729,0.166667,1.712598,0.963568
432,144,364,8,402,0.019512,0.283465,0.947368,0.283465,0.052632,0.436364,0.165577,1.711977,0.963984
433,138,370,8,402,0.019512,0.271654,0.945205,0.271654,0.054795,0.422018,0.159041,1.708068,0.965186
434,137,371,7,403,0.017073,0.269685,0.951389,0.269685,0.048611,0.420245,0.156863,1.719242,0.966764
435,133,375,7,403,0.017073,0.261811,0.95,0.261811,0.05,0.410494,0.152505,1.716732,0.967489
436,130,378,7,403,0.017073,0.255906,0.948905,0.255906,0.051095,0.403101,0.149237,1.714754,0.968297
437,128,380,7,403,0.017073,0.251969,0.948148,0.251969,0.051852,0.398134,0.147059,1.713386,0.968301
438,124,384,7,403,0.017073,0.244094,0.946565,0.244094,0.053435,0.388106,0.142702,1.710525,0.968342
439,123,385,7,403,0.017073,0.242126,0.946154,0.242126,0.053846,0.38558,0.141612,1.709782,0.968383
440,122,386,7,403,0.017073,0.240157,0.945736,0.240157,0.054264,0.383046,0.140523,1.709028,0.968485
441,120,388,7,403,0.017073,0.23622,0.944882,0.23622,0.055118,0.377953,0.138344,1.707483,0.968688
442,119,389,7,403,0.017073,0.234252,0.944444,0.234252,0.055556,0.375394,0.137255,1.706693,0.96891
443,118,390,7,403,0.017073,0.232283,0.944,0.232283,0.056,0.372828,0.136166,1.70589,0.97012
444,117,391,7,403,0.017073,0.230315,0.943548,0.230315,0.056452,0.370253,0.135076,1.705074,0.970463
445,115,393,7,403,0.017073,0.226378,0.942623,0.226378,0.057377,0.365079,0.132898,1.703401,0.971456
446,114,394,7,403,0.017073,0.224409,0.942149,0.224409,0.057851,0.36248,0.131808,1.702544,0.971583
447,113,395,6,404,0.014634,0.222441,0.94958,0.222441,0.05042,0.360447,0.12963,1.715973,0.972221
448,111,397,5,405,0.012195,0.218504,0.956897,0.218504,0.043103,0.355769,0.126362,1.729195,0.972407
449,109,399,5,405,0.012195,0.214567,0.95614,0.214567,0.04386,0.350482,0.124183,1.727828,0.972828
450,108,400,5,405,0.012195,0.212598,0.955752,0.212598,0.044248,0.347826,0.123094,1.727127,0.972845
451,106,402,5,405,0.012195,0.208661,0.954955,0.208661,0.045045,0.342488,0.120915,1.725686,0.973502
452,105,403,5,405,0.012195,0.206693,0.954545,0.206693,0.045455,0.339806,0.119826,1.724946,0.974283
453,104,404,5,405,0.012195,0.204724,0.954128,0.204724,0.045872,0.337115,0.118736,1.724193,0.974879
454,103,405,5,405,0.012195,0.202756,0.953704,0.202756,0.046296,0.334416,0.117647,1.723425,0.975355
455,102,406,5,405,0.012195,0.200787,0.953271,0.200787,0.046729,0.331707,0.116558,1.722643,0.975467
456,101,407,5,405,0.012195,0.198819,0.95283,0.198819,0.04717,0.32899,0.115468,1.721847,0.97589
457,100,408,5,405,0.012195,0.19685,0.952381,0.19685,0.047619,0.326264,0.114379,1.721035,0.975958
458,96,412,5,405,0.012195,0.188976,0.950495,0.188976,0.049505,0.315271,0.110022,1.717627,0.976671
459,95,413,5,405,0.012195,0.187008,0.95,0.187008,0.05,0.3125,0.108932,1.716732,0.976961
460,94,414,5,405,0.012195,0.185039,0.949495,0.185039,0.050505,0.30972,0.107843,1.71582,0.977471
461,92,416,5,405,0.012195,0.181102,0.948454,0.181102,0.051546,0.304132,0.105664,1.713938,0.977845
462,91,417,5,405,0.012195,0.179134,0.947917,0.179134,0.052083,0.301325,0.104575,1.712968,0.978577
463,88,420,5,405,0.012195,0.173228,0.946237,0.173228,0.053763,0.292845,0.101307,1.709931,0.978578
464,85,423,5,405,0.012195,0.167323,0.944444,0.167323,0.055556,0.284281,0.098039,1.706693,0.978908
465,84,424,5,405,0.012195,0.165354,0.94382,0.165354,0.05618,0.281407,0.09695,1.705565,0.978913
466,79,429,5,405,0.012195,0.155512,0.940476,0.155512,0.059524,0.266892,0.091503,1.699522,0.979025
467,78,430,5,405,0.012195,0.153543,0.939759,0.153543,0.060241,0.263959,0.090414,1.698226,0.979762
468,77,431,5,405,0.012195,0.151575,0.939024,0.151575,0.060976,0.261017,0.089325,1.696898,0.980409
469,75,433,5,405,0.012195,0.147638,0.9375,0.147638,0.0625,0.255102,0.087146,1.694144,0.980449
470,74,434,5,405,0.012195,0.145669,0.936709,0.145669,0.063291,0.252129,0.086057,1.692714,0.980585
471,73,435,5,405,0.012195,0.143701,0.935897,0.143701,0.064103,0.249147,0.084967,1.691248,0.981329
472,72,436,4,406,0.009756,0.141732,0.947368,0.141732,0.052632,0.246575,0.082789,1.711977,0.981536
473,71,437,4,406,0.009756,0.139764,0.946667,0.139764,0.053333,0.243568,0.081699,1.710709,0.982485
474,69,439,4,406,0.009756,0.135827,0.945205,0.135827,0.054795,0.237522,0.079521,1.708068,0.983111
475,68,440,4,406,0.009756,0.133858,0.944444,0.133858,0.055556,0.234483,0.078431,1.706693,0.983128
476,67,441,4,406,0.009756,0.13189,0.943662,0.13189,0.056338,0.231434,0.077342,1.705279,0.98313
477,66,442,4,406,0.009756,0.129921,0.942857,0.129921,0.057143,0.228374,0.076253,1.703825,0.983169
478,65,443,4,406,0.009756,0.127953,0.942029,0.127953,0.057971,0.225303,0.075163,1.702328,0.984185
479,63,445,4,406,0.009756,0.124016,0.940299,0.124016,0.059701,0.21913,0.072985,1.699201,0.984374
480,61,447,4,406,0.009756,0.120079,0.938462,0.120079,0.061538,0.212914,0.070806,1.695881,0.984932
