@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
242,406,102,51,359,0.12439,0.799213,0.888403,0.799213,0.111597,0.841451,0.497821,1.60542,0.629213
243,405,103,51,359,0.12439,0.797244,0.888158,0.797244,0.111842,0.840249,0.496732,1.604978,0.632426
244,404,104,51,359,0.12439,0.795276,0.887912,0.795276,0.112088,0.839045,0.495643,1.604534,0.633111
245,403,105,51,359,0.12439,0.793307,0.887665,0.793307,0.112335,0.837838,0.494553,1.604088,0.63772
246,402,106,51,359,0.12439,0.791339,0.887417,0.791339,0.112583,0.836629,0.493464,1.60364,0.639215
247,401,107,51,359,0.12439,0.78937,0.887168,0.78937,0.112832,0.835417,0.492375,1.60319,0.646918
248,401,107,50,360,0.121951,0.78937,0.889135,0.78937,0.110865,0.836288,0.491285,1.606744,0.657418
249,400,108,50,360,0.121951,0.787402,0.888889,0.787402,0.111111,0.835073,0.490196,1.606299,0.658468
250,399,109,50,360,0.121951,0.785433,0.888641,0.785433,0.111359,0.833856,0.489107,1.605852,0.66836
251,399,109,49,361,0.119512,0.785433,0.890625,0.785433,0.109375,0.834728,0.488017,1.609437,0.681001
252,398,110,49,361,0.119512,0.783465,0.89038,0.783465,0.10962,0.833508,0.486928,1.608994,0.681089
253,398,110,48,362,0.117073,0.783465,0.892377,0.783465,0.107623,0.834382,0.485839,1.612602,0.681808
254,398,110,47,363,0.114634,0.783465,0.894382,0.783465,0.105618,0.835257,0.484749,1.616226,0.696206
255,397,111,47,363,0.114634,0.781496,0.894144,0.781496,0.105856,0.834034,0.48366,1.615796,0.704328
256,396,112,47,363,0.114634,0.779528,0.893905,0.779528,0.106095,0.832808,0.482571,1.615364,0.705626
257,396,112,46,364,0.112195,0.779528,0.895928,0.779528,0.104072,0.833684,0.481481,1.619019,0.707922
258,396,112,45,365,0.109756,0.779528,0.897959,0.779528,0.102041,0.834563,0.480392,1.62269,0.716942
259,395,113,45,365,0.109756,0.777559,0.897727,0.777559,0.102273,0.833333,0.479303,1.622271,0.723967
260,394,114,45,365,0.109756,0.775591,0.897494,0.775591,0.102506,0.832101,0.478214,1.62185,0.727598
261,393,115,45,365,0.109756,0.773622,0.89726,0.773622,0.10274,0.830867,0.477124,1.621427,0.735292
262,392,116,45,365,0.109756,0.771654,0.897025,0.771654,0.102975,0.82963,0.476035,1.621002,0.737532
263,391,117,45,365,0.109756,0.769685,0.896789,0.769685,0.103211,0.82839,0.474946,1.620575,0.740392
264,387,121,45,365,0.109756,0.761811,0.895833,0.761811,0.104167,0.823404,0.470588,1.618848,0.741058
265,386,122,45,365,0.109756,0.759843,0.895592,0.759843,0.104408,0.822151,0.469499,1.618412,0.742786
266,384,124,44,366,0.107317,0.755906,0.897196,0.755906,0.102804,0.820513,0.466231,1.621311,0.743977
267,381,127,43,367,0.104878,0.75,0.898585,0.75,0.101415,0.817597,0.461874,1.623821,0.746024
268,379,129,42,368,0.102439,0.746063,0.900238,0.746063,0.099762,0.815931,0.458606,1.626807,0.749545
269,374,134,41,369,0.1,0.73622,0.901205,0.73622,0.098795,0.810401,0.45207,1.628555,0.750024
270,373,135,41,369,0.1,0.734252,0.900966,0.734252,0.099034,0.809111,0.45098,1.628124,0.751508
271,372,136,41,369,0.1,0.732283,0.900726,0.732283,0.099274,0.807818,0.449891,1.627691,0.755493
272,371,137,41,369,0.1,0.730315,0.900485,0.730315,0.099515,0.806522,0.448802,1.627255,0.760244
273,369,139,40,370,0.097561,0.726378,0.9022,0.726378,0.0978,0.804798,0.445534,1.630354,0.760598
274,364,144,39,371,0.095122,0.716535,0.903226,0.716535,0.096774,0.799122,0.438998,1.632207,0.760839
275,363,145,39,371,0.095122,0.714567,0.902985,0.714567,0.097015,0.797802,0.437908,1.631772,0.770474
276,363,145,38,372,0.092683,0.714567,0.905237,0.714567,0.094763,0.79868,0.436819,1.635841,0.772017
277,363,145,37,373,0.090244,0.714567,0.9075,0.714567,0.0925,0.799559,0.43573,1.639931,0.773981
278,362,146,37,373,0.090244,0.712598,0.907268,0.712598,0.092732,0.798236,0.434641,1.639512,0.774288
279,360,148,36,374,0.087805,0.708661,0.909091,0.708661,0.090909,0.79646,0.431373,1.642806,0.774871
280,358,150,36,374,0.087805,0.704724,0.908629,0.704724,0.091371,0.793792,0.429194,1.641972,0.775048
281,357,151,36,374,0.087805,0.702756,0.908397,0.702756,0.091603,0.792453,0.428105,1.641552,0.775568
282,356,152,36,374,0.087805,0.700787,0.908163,0.700787,0.091837,0.791111,0.427015,1.64113,0.778877
283,356,152,35,375,0.085366,0.700787,0.910486,0.700787,0.089514,0.791991,0.425926,1.645327,0.779539
284,355,153,35,375,0.085366,0.698819,0.910256,0.698819,0.089744,0.790646,0.424837,1.644912,0.779978
285,354,154,35,375,0.085366,0.69685,0.910026,0.69685,0.089974,0.789298,0.423747,1.644495,0.780318
286,353,155,35,375,0.085366,0.694882,0.909794,0.694882,0.090206,0.787946,0.422658,1.644076,0.781518
287,352,156,35,375,0.085366,0.692913,0.909561,0.692913,0.090439,0.786592,0.421569,1.643655,0.783263
288,351,157,35,375,0.085366,0.690945,0.909326,0.690945,0.090674,0.785235,0.420479,1.643232,0.786653
289,351,157,34,376,0.082927,0.690945,0.911688,0.690945,0.088312,0.786114,0.41939,1.6475,0.786868
290,350,158,32,378,0.078049,0.688976,0.91623,0.688976,0.08377,0.786517,0.416122,1.655708,0.787621
291,349,159,32,378,0.078049,0.687008,0.91601,0.687008,0.08399,0.785152,0.415033,1.65531,0.788505
292,345,163,31,379,0.07561,0.679134,0.917553,0.679134,0.082447,0.780543,0.409586,1.658098,0.79015
293,344,164,30,380,0.073171,0.677165,0.919786,0.677165,0.080214,0.780045,0.407407,1.662133,0.790627
294,343,165,30,380,0.073171,0.675197,0.919571,0.675197,0.080429,0.778661,0.406318,1.661745,0.791097
295,342,166,30,380,0.073171,0.673228,0.919355,0.673228,0.080645,0.777273,0.405229,1.661354,0.793144
296,338,170,30,380,0.073171,0.665354,0.918478,0.665354,0.081522,0.771689,0.400871,1.65977,0.79381
297,337,171,30,380,0.073171,0.663386,0.918256,0.663386,0.081744,0.770286,0.399782,1.659368,0.795212
298,336,172,30,380,0.073171,0.661417,0.918033,0.661417,0.081967,0.768879,0.398693,1.658965,0.799149
299,334,174,28,382,0.068293,0.65748,0.922652,0.65748,0.077348,0.767816,0.394336,1.667312,0.799368
300,333,175,28,382,0.068293,0.655512,0.922438,0.655512,0.077562,0.766398,0.393246,1.666925,0.804377
301,332,176,28,382,0.068293,0.653543,0.922222,0.653543,0.077778,0.764977,0.392157,1.666535,0.807913
302,332,176,27,383,0.065854,0.653543,0.924791,0.653543,0.075209,0.765859,0.391068,1.671178,0.810125
303,331,177,27,383,0.065854,0.651575,0.924581,0.651575,0.075419,0.764434,0.389978,1.670798,0.810879
304,331,177,26,384,0.063415,0.651575,0.927171,0.651575,0.072829,0.765318,0.388889,1.675478,0.811885
305,330,178,26,384,0.063415,0.649606,0.926966,0.649606,0.073034,0.763889,0.3878,1.675108,0.813012
306,330,178,25,385,0.060976,0.649606,0.929577,0.649606,0.070423,0.764774,0.38671,1.679827,0.813881
307,329,179,25,385,0.060976,0.647638,0.929379,0.647638,0.070621,0.763341,0.385621,1.679468,0.818764
308,328,180,25,385,0.060976,0.645669,0.929178,0.645669,0.070822,0.761905,0.384532,1.679106,0.823106
309,327,181,25,385,0.060976,0.643701,0.928977,0.643701,0.071023,0.760465,0.383442,1.678742,0.827041
310,326,182,25,385,0.060976,0.641732,0.928775,0.641732,0.071225,0.759022,0.382353,1.678377,0.828365
311,325,183,25,385,0.060976,0.639764,0.928571,0.639764,0.071429,0.757576,0.381264,1.678009,0.830386
312,325,183,24,386,0.058537,0.639764,0.931232,0.639764,0.068768,0.75846,0.380174,1.682817,0.836668
313,325,183,23,387,0.056098,0.639764,0.933908,0.639764,0.066092,0.759346,0.379085,1.687653,0.844083
314,324,184,23,387,0.056098,0.637795,0.933718,0.637795,0.066282,0.757895,0.377996,1.687309,0.84529
315,323,185,23,387,0.056098,0.635827,0.933526,0.635827,0.066474,0.75644,0.376906,1.686962,0.845353
316,322,186,23,387,0.056098,0.633858,0.933333,0.633858,0.066667,0.754982,0.375817,1.686614,0.846937
317,321,187,23,387,0.056098,0.63189,0.93314,0.63189,0.06686,0.753521,0.374728,1.686264,0.847557
318,320,188,23,387,0.056098,0.629921,0.932945,0.629921,0.067055,0.752056,0.373638,1.685912,0.853532
319,314,194,23,387,0.056098,0.61811,0.931751,0.61811,0.068249,0.743195,0.367102,1.683754,0.857308
320,313,195,23,387,0.056098,0.616142,0.931548,0.616142,0.068452,0.741706,0.366013,1.683387,0.858903
321,312,196,23,387,0.056098,0.614173,0.931343,0.614173,0.068657,0.740214,0.364924,1.683018,0.858946
322,311,197,23,387,0.056098,0.612205,0.931138,0.612205,0.068862,0.738717,0.363834,1.682647,0.85957
323,309,199,23,387,0.056098,0.608268,0.930723,0.608268,0.069277,0.735714,0.361656,1.681897,0.8621
324,301,207,22,388,0.053659,0.59252,0.931889,0.59252,0.068111,0.724428,0.351852,1.684003,0.863952
325,294,214,21,389,0.05122,0.57874,0.933333,0.57874,0.066667,0.714459,0.343137,1.686614,0.865401
326,293,215,21,389,0.05122,0.576772,0.933121,0.576772,0.066879,0.712895,0.342048,1.686231,0.865488
327,291,217,21,389,0.05122,0.572835,0.932692,0.572835,0.067308,0.709756,0.339869,1.685456,0.866464
328,290,218,19,391,0.046341,0.570866,0.938511,0.570866,0.061489,0.709914,0.336601,1.695971,0.866654
329,289,219,19,391,0.046341,0.568898,0.938312,0.568898,0.061688,0.708333,0.335512,1.69561,0.86702
330,288,220,19,391,0.046341,0.566929,0.938111,0.566929,0.061889,0.706748,0.334423,1.695247,0.867372
331,288,220,18,392,0.043902,0.566929,0.941176,0.566929,0.058824,0.707617,0.333333,1.700787,0.870033
332,287,221,18,392,0.043902,0.564961,0.940984,0.564961,0.059016,0.706027,0.332244,1.700439,0.871317
333,286,222,18,392,0.043902,0.562992,0.940789,0.562992,0.059211,0.704433,0.331155,1.700088,0.872541
334,286,222,17,393,0.041463,0.562992,0.943894,0.562992,0.056106,0.705302,0.330065,1.705699,0.873735
335,285,223,17,393,0.041463,0.561024,0.943709,0.561024,0.056291,0.703704,0.328976,1.705363,0.877596
336,284,224,17,393,0.041463,0.559055,0.943522,0.559055,0.056478,0.702101,0.327887,1.705025,0.877736
337,283,225,17,393,0.041463,0.557087,0.943333,0.557087,0.056667,0.700495,0.326797,1.704685,0.884763
338,282,226,17,393,0.041463,0.555118,0.943144,0.555118,0.056856,0.698885,0.325708,1.704343,0.885134
339,281,227,17,393,0.041463,0.55315,0.942953,0.55315,0.057047,0.69727,0.324619,1.703998,0.885727
340,280,228,17,393,0.041463,0.551181,0.942761,0.551181,0.057239,0.695652,0.323529,1.703651,0.888332
341,279,229,17,393,0.041463,0.549213,0.942568,0.549213,0.057432,0.69403,0.32244,1.703301,0.88851
342,278,230,17,393,0.041463,0.547244,0.942373,0.547244,0.057627,0.692403,0.321351,1.702949,0.890453
343,277,231,17,393,0.041463,0.545276,0.942177,0.545276,0.057823,0.690773,0.320261,1.702595,0.890669
344,276,232,17,393,0.041463,0.543307,0.94198,0.543307,0.05802,0.689139,0.319172,1.702239,0.89082
345,275,233,17,393,0.041463,0.541339,0.941781,0.541339,0.058219,0.6875,0.318083,1.70188,0.890911
346,274,234,17,393,0.041463,0.53937,0.941581,0.53937,0.058419,0.685857,0.316993,1.701518,0.895122
347,273,235,17,393,0.041463,0.537402,0.941379,0.537402,0.058621,0.684211,0.315904,1.701154,0.89696
348,272,236,17,393,0.041463,0.535433,0.941176,0.535433,0.058824,0.68256,0.314815,1.700787,0.897486
349,272,236,16,394,0.039024,0.535433,0.944444,0.535433,0.055556,0.683417,0.313725,1.706693,0.89841
350,271,237,16,394,0.039024,0.533465,0.944251,0.533465,0.055749,0.681761,0.312636,1.706343,0.901164
351,270,238,16,394,0.039024,0.531496,0.944056,0.531496,0.055944,0.680101,0.311547,1.705991,0.9019
352,266,242,16,394,0.039024,0.523622,0.943262,0.523622,0.056738,0.673418,0.30719,1.704557,0.905191
353,265,243,16,394,0.039024,0.521654,0.94306,0.521654,0.05694,0.671736,0.3061,1.704192,0.906922
354,263,245,16,394,0.039024,0.517717,0.942652,0.517717,0.057348,0.668361,0.303922,1.703454,0.910281
355,262,246,16,394,0.039024,0.515748,0.942446,0.515748,0.057554,0.666667,0.302832,1.703082,0.910872
356,261,247,16,394,0.039024,0.51378,0.942238,0.51378,0.057762,0.664968,0.301743,1.702706,0.911086
357,260,248,15,395,0.036585,0.511811,0.945455,0.511811,0.054545,0.664112,0.299564,1.708518,0.911973
358,259,249,15,395,0.036585,0.509843,0.945255,0.509843,0.054745,0.662404,0.298475,1.708159,0.911988
359,258,250,15,395,0.036585,0.507874,0.945055,0.507874,0.054945,0.660691,0.297386,1.707796,0.91216
360,257,251,15,395,0.036585,0.505906,0.944853,0.505906,0.055147,0.658974,0.296296,1.707431,0.912896
361,255,253,15,395,0.036585,0.501969,0.944444,0.501969,0.055556,0.655527,0.294118,1.706693,0.914034
362,254,254,15,395,0.036585,0.5,0.944238,0.5,0.055762,0.653797,0.293028,1.70632,0.914392
363,253,255,15,395,0.036585,0.498031,0.94403,0.498031,0.05597,0.652062,0.291939,1.705944,0.915509
364,252,256,15,395,0.036585,0.496063,0.94382,0.496063,0.05618,0.650323,0.29085,1.705565,0.917585
365,251,257,15,395,0.036585,0.494094,0.943609,0.494094,0.056391,0.648579,0.28976,1.705183,0.917722
366,251,257,14,396,0.034146,0.494094,0.94717,0.494094,0.05283,0.649418,0.288671,1.711618,0.917954
367,250,258,14,396,0.034146,0.492126,0.94697,0.492126,0.05303,0.647668,0.287582,1.711256,0.922047
368,249,259,14,396,0.034146,0.490157,0.946768,0.490157,0.053232,0.645914,0.286492,1.710892,0.92417
369,248,260,14,396,0.034146,0.488189,0.946565,0.488189,0.053435,0.644156,0.285403,1.710525,0.924325
370,247,261,14,396,0.034146,0.48622,0.94636,0.48622,0.05364,0.642393,0.284314,1.710155,0.927421
371,246,262,14,396,0.034146,0.484252,0.946154,0.484252,0.053846,0.640625,0.283224,1.709782,0.928319
372,245,263,14,396,0.034146,0.482283,0.945946,0.482283,0.054054,0.638853,0.282135,1.709406,0.929361
373,244,264,14,396,0.034146,0.480315,0.945736,0.480315,0.054264,0.637076,0.281046,1.709028,0.930796
374,243,265,14,396,0.034146,0.478346,0.945525,0.478346,0.054475,0.635294,0.279956,1.708646,0.932204
375,242,266,14,396,0.034146,0.476378,0.945313,0.476378,0.054688,0.633508,0.278867,1.708262,0.935061
376,241,267,14,396,0.034146,0.474409,0.945098,0.474409,0.054902,0.631717,0.277778,1.707874,0.935183
377,240,268,14,396,0.034146,0.472441,0.944882,0.472441,0.055118,0.629921,0.276688,1.707483,0.936088
378,217,291,14,396,0.034146,0.427165,0.939394,0.427165,0.060606,0.58728,0.251634,1.697566,0.936629
379,216,292,14,396,0.034146,0.425197,0.93913,0.425197,0.06087,0.585366,0.250545,1.69709,0.937078
380,215,293,14,396,0.034146,0.423228,0.938865,0.423228,0.061135,0.583446,0.249455,1.69661,0.938544
381,214,294,14,396,0.034146,0.42126,0.938596,0.42126,0.061404,0.581522,0.248366,1.696125,0.938564
382,213,295,14,396,0.034146,0.419291,0.938326,0.419291,0.061674,0.579592,0.247277,1.695636,0.939092
383,212,296,14,396,0.034146,0.417323,0.938053,0.417323,0.061947,0.577657,0.246187,1.695143,0.9392
384,193,315,14,396,0.034146,0.379921,0.932367,0.379921,0.067633,0.53986,0.22549,1.684868,0.939919
385,177,331,13,397,0.031707,0.348425,0.931579,0.348425,0.068421,0.507163,0.206972,1.683444,0.940066
386,167,341,12,398,0.029268,0.32874,0.932961,0.32874,0.067039,0.486172,0.194989,1.685941,0.941147
387,166,342,12,398,0.029268,0.326772,0.932584,0.326772,0.067416,0.483965,0.1939,1.685261,0.941431
388,165,343,12,398,0.029268,0.324803,0.932203,0.324803,0.067797,0.481752,0.19281,1.684572,0.941649
389,164,344,12,398,0.029268,0.322835,0.931818,0.322835,0.068182,0.479532,0.191721,1.683876,0.942377
390,146,362,11,399,0.026829,0.287402,0.929936,0.287402,0.070064,0.439098,0.171024,1.680475,0.942885
391,146,362,10,400,0.02439,0.287402,0.935897,0.287402,0.064103,0.439759,0.169935,1.691248,0.943045
392,145,363,10,400,0.02439,0.285433,0.935484,0.285433,0.064516,0.437406,0.168845,1.6905,0.944234
393,142,366,10,400,0.02439,0.279528,0.934211,0.279528,0.065789,0.430303,0.165577,1.688199,0.944767
394,141,367,10,400,0.02439,0.277559,0.933775,0.277559,0.066225,0.427921,0.164488,1.687412,0.944957
395,140,368,10,400,0.02439,0.275591,0.933333,0.275591,0.066667,0.425532,0.163399,1.686614,0.945279
396,126,382,6,404,0.014634,0.248031,0.954545,0.248031,0.045455,0.39375,0.143791,1.724946,0.945466
397,125,383,6,404,0.014634,0.246063,0.954198,0.246063,0.045802,0.391236,0.142702,1.724319,0.945849
398,124,384,6,404,0.014634,0.244094,0.953846,0.244094,0.046154,0.388715,0.141612,1.723683,0.946131
399,123,385,6,404,0.014634,0.242126,0.953488,0.242126,0.046512,0.386185,0.140523,1.723036,0.946181
400,122,386,6,404,0.014634,0.240157,0.953125,0.240157,0.046875,0.383648,0.139434,1.722379,0.946498
401,121,387,6,404,0.014634,0.238189,0.952756,0.238189,0.047244,0.381102,0.138344,1.721712,0.94832
402,120,388,6,404,0.014634,0.23622,0.952381,0.23622,0.047619,0.378549,0.137255,1.721035,0.948762
403,119,389,6,404,0.014634,0.234252,0.952,0.234252,0.048,0.375987,0.136166,1.720346,0.948796
404,118,390,6,404,0.014634,0.232283,0.951613,0.232283,0.048387,0.373418,0.135076,1.719647,0.948987
405,117,391,6,404,0.014634,0.230315,0.95122,0.230315,0.04878,0.37084,0.133987,1.718936,0.949026
406,116,392,6,404,0.014634,0.228346,0.95082,0.228346,0.04918,0.368254,0.132898,1.718214,0.94903
407,111,397,6,404,0.014634,0.218504,0.948718,0.218504,0.051282,0.3552,0.127451,1.714416,0.94913
408,110,398,6,404,0.014634,0.216535,0.948276,0.216535,0.051724,0.352564,0.126362,1.713617,0.949642
409,110,398,5,405,0.012195,0.216535,0.956522,0.216535,0.043478,0.35313,0.125272,1.728518,0.949901
410,109,399,5,405,0.012195,0.214567,0.95614,0.214567,0.04386,0.350482,0.124183,1.727828,0.950486
411,108,400,5,405,0.012195,0.212598,0.955752,0.212598,0.044248,0.347826,0.123094,1.727127,0.951031
412,107,401,5,405,0.012195,0.21063,0.955357,0.21063,0.044643,0.345161,0.122004,1.726413,0.95191
413,106,402,5,405,0.012195,0.208661,0.954955,0.208661,0.045045,0.342488,0.120915,1.725686,0.952132
414,105,403,5,405,0.012195,0.206693,0.954545,0.206693,0.045455,0.339806,0.119826,1.724946,0.952165
415,104,404,5,405,0.012195,0.204724,0.954128,0.204724,0.045872,0.337115,0.118736,1.724193,0.953425
416,103,405,5,405,0.012195,0.202756,0.953704,0.202756,0.046296,0.334416,0.117647,1.723425,0.95424
417,102,406,5,405,0.012195,0.200787,0.953271,0.200787,0.046729,0.331707,0.116558,1.722643,0.954651
418,102,406,4,406,0.009756,0.200787,0.962264,0.200787,0.037736,0.332248,0.115468,1.738895,0.954855
419,101,407,4,406,0.009756,0.198819,0.961905,0.198819,0.038095,0.329527,0.114379,1.738245,0.95603
420,97,411,3,407,0.007317,0.190945,0.97,0.190945,0.03,0.319079,0.108932,1.752874,0.956434
421,97,411,2,408,0.004878,0.190945,0.979798,0.190945,0.020202,0.319605,0.107843,1.77058,0.956658
422,96,412,2,408,0.004878,0.188976,0.979592,0.188976,0.020408,0.316832,0.106754,1.770207,0.957421
423,95,413,2,408,0.004878,0.187008,0.979381,0.187008,0.020619,0.31405,0.105664,1.769827,0.958058
424,94,414,2,408,0.004878,0.185039,0.979167,0.185039,0.020833,0.311258,0.104575,1.769439,0.958568
425,93,415,2,408,0.004878,0.183071,0.978947,0.183071,0.021053,0.308458,0.103486,1.769043,0.959607
426,92,416,2,408,0.004878,0.181102,0.978723,0.181102,0.021277,0.305648,0.102397,1.768638,0.959648
427,91,417,2,408,0.004878,0.179134,0.978495,0.179134,0.021505,0.302829,0.101307,1.768225,0.962244
428,90,418,2,408,0.004878,0.177165,0.978261,0.177165,0.021739,0.3,0.100218,1.767802,0.962646
429,90,418,1,409,0.002439,0.177165,0.989011,0.177165,0.010989,0.300501,0.099129,1.787229,0.962957
430,89,419,1,409,0.002439,0.175197,0.988889,0.175197,0.011111,0.297659,0.098039,1.787008,0.963401
431,88,420,1,409,0.002439,0.173228,0.988764,0.173228,0.011236,0.294807,0.09695,1.786782,0.963971
432,87,421,1,409,0.002439,0.17126,0.988636,0.17126,0.011364,0.291946,0.095861,1.786552,0.964266
433,86,422,1,409,0.002439,0.169291,0.988506,0.169291,0.011494,0.289076,0.094771,1.786316,0.965024
434,85,423,1,409,0.002439,0.167323,0.988372,0.167323,0.011628,0.286195,0.093682,1.786074,0.965156
435,84,424,1,409,0.002439,0.165354,0.988235,0.165354,0.011765,0.283305,0.092593,1.785827,0.965356
436,83,425,1,409,0.002439,0.163386,0.988095,0.163386,0.011905,0.280405,0.091503,1.785574,0.965627
437,82,426,1,409,0.002439,0.161417,0.987952,0.161417,0.012048,0.277496,0.090414,1.785314,0.965629
438,81,427,1,409,0.002439,0.159449,0.987805,0.159449,0.012195,0.274576,0.089325,1.785049,0.965992
439,80,428,1,409,0.002439,0.15748,0.987654,0.15748,0.012346,0.271647,0.088235,1.784777,0.968467
440,79,429,1,409,0.002439,0.155512,0.9875,0.155512,0.0125,0.268707,0.087146,1.784498,0.968661
441,78,430,1,409,0.002439,0.153543,0.987342,0.153543,0.012658,0.265758,0.086057,1.784212,0.968767
442,77,431,1,409,0.002439,0.151575,0.987179,0.151575,0.012821,0.262799,0.084967,1.783919,0.969136
443,76,432,1,409,0.002439,0.149606,0.987013,0.149606,0.012987,0.259829,0.083878,1.783618,0.969198
444,75,433,1,409,0.002439,0.147638,0.986842,0.147638,0.013158,0.256849,0.082789,1.783309,0.969231
445,74,434,1,409,0.002439,0.145669,0.986667,0.145669,0.013333,0.253859,0.081699,1.782992,0.970473
446,73,435,1,409,0.002439,0.143701,0.986486,0.143701,0.013514,0.250859,0.08061,1.782667,0.971558
447,72,436,1,409,0.002439,0.141732,0.986301,0.141732,0.013699,0.247849,0.079521,1.782332,0.971988
448,71,437,1,409,0.002439,0.139764,0.986111,0.139764,0.013889,0.244828,0.078431,1.781988,0.973006
449,70,438,1,409,0.002439,0.137795,0.985915,0.137795,0.014085,0.241796,0.077342,1.781635,0.973711
450,69,439,1,409,0.002439,0.135827,0.985714,0.135827,0.014286,0.238754,0.076253,1.781271,0.973897
451,68,440,1,409,0.002439,0.133858,0.985507,0.133858,0.014493,0.235702,0.075163,1.780897,0.976038
452,67,441,1,409,0.002439,0.13189,0.985294,0.13189,0.014706,0.232639,0.074074,1.780512,0.976698
453,66,442,1,409,0.002439,0.129921,0.985075,0.129921,0.014925,0.229565,0.072985,1.780115,0.97678
454,65,443,1,409,0.002439,0.127953,0.984848,0.127953,0.015152,0.226481,0.071895,1.779707,0.97703
455,64,444,1,409,0.002439,0.125984,0.984615,0.125984,0.015385,0.223386,0.070806,1.779285,0.977533
456,63,445,1,409,0.002439,0.124016,0.984375,0.124016,0.015625,0.22028,0.069717,1.778851,0.977621
457,57,451,1,409,0.002439,0.112205,0.982759,0.112205,0.017241,0.201413,0.063181,1.77593,0.97783
458,56,452,1,409,0.002439,0.110236,0.982456,0.110236,0.017544,0.19823,0.062092,1.775383,0.977953
459,55,453,1,409,0.002439,0.108268,0.982143,0.108268,0.017857,0.195035,0.061002,1.774817,0.978434
460,50,458,1,409,0.002439,0.098425,0.980392,0.098425,0.019608,0.178891,0.055556,1.771654,0.978529
461,40,468,1,409,0.002439,0.07874,0.97561,0.07874,0.02439,0.145719,0.044662,1.763011,0.978723
462,39,469,1,409,0.002439,0.076772,0.975,0.076772,0.025,0.142336,0.043573,1.761909,0.978889
463,33,475,1,409,0.002439,0.064961,0.970588,0.064961,0.029412,0.121771,0.037037,1.753937,0.979699
464,32,476,1,409,0.002439,0.062992,0.969697,0.062992,0.030303,0.118299,0.035948,1.752326,0.980387
465,27,481,1,409,0.002439,0.05315,0.964286,0.05315,0.035714,0.100746,0.030501,1.742548,0.981238
466,26,482,1,409,0.002439,0.051181,0.962963,0.051181,0.037037,0.097196,0.029412,1.740157,0.981437
467,25,483,1,409,0.002439,0.049213,0.961538,0.049213,0.038462,0.093633,0.028322,1.737583,0.981971
468,24,484,1,409,0.002439,0.047244,0.96,0.047244,0.04,0.090056,0.027233,1.734803,0.982455
469,17,491,1,409,0.002439,0.033465,0.944444,0.033465,0.055556,0.064639,0.019608,1.706693,0.98261
470,16,492,1,409,0.002439,0.031496,0.941176,0.031496,0.058824,0.060952,0.018519,1.700787,0.98293
471,15,493,1,409,0.002439,0.029528,0.9375,0.029528,0.0625,0.057252,0.017429,1.694144,0.984448
472,14,494,1,409,0.002439,0.027559,0.933333,0.027559,0.066667,0.053537,0.01634,1.686614,0.98639
473,13,495,1,409,0.002439,0.025591,0.928571,0.025591,0.071429,0.049808,0.015251,1.678009,0.987613
474,12,496,1,409,0.002439,0.023622,0.923077,0.023622,0.076923,0.046065,0.014161,1.66808,0.988114
475,10,498,1,409,0.002439,0.019685,0.909091,0.019685,0.090909,0.038536,0.011983,1.642806,0.98816
476,9,499,1,409,0.002439,0.017717,0.9,0.017717,0.1,0.034749,0.010893,1.626378,0.988973
477,8,500,1,409,0.002439,0.015748,0.888889,0.015748,0.111111,0.030948,0.009804,1.606299,0.989185
478,7,501,1,409,0.002439,0.01378,0.875,0.01378,0.125,0.027132,0.008715,1.581201,0.989409
479,6,502,1,409,0.002439,0.011811,0.857143,0.011811,0.142857,0.023301,0.007625,1.548931,0.990256
480,5,503,1,409,0.002439,0.009843,0.833333,0.009843,0.166667,0.019455,0.006536,1.505906,0.990584
481,4,504,1,409,0.002439,0.007874,0.8,0.007874,0.2,0.015595,0.005447,1.445669,0.990941
482,4,504,0,410,0,0.007874,1,0.007874,0,0.015625,0.004357,1.807087,0.993493
483,3,505,0,410,0,0.005906,1,0.005906,0,0.011742,0.003268,1.807087,0.993609
484,2,506,0,410,0,0.003937,1,0.003937,0,0.007843,0.002179,1.807087,0.993822
485,1,507,0,410,0,0.001969,1,0.001969,0,0.003929,0.001089,?,0.994916
486,0,508,0,410,0,0,?,0,?,?,0,?,0.994926
